id,title,date,category,url
1085,Central African Republic National Day,"December 1, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/central-african-republic-national-day/
1086,Condemning China Water Cannoning Filipino Fishers,"December 14, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/condemning-china-water-cannoning-filipino-fishers/
1087,Condemning the Houthis’ Unlawful Detention of Current and Former Local Staff of the U.S. Mission to Yemen,"December 10, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/condemning-the-houthis-unlawful-detention-of-current-and-former-local-staff-of-the-u-s-mission-to-yemen/
1088,Congratulations to Chile's President-Elect Kast,"December 14, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/congratulations-to-chiles-president-elect-kast/
1089,Continuing to Deliver on the America First Global Health Strategy with the Signing of the United States-Rwanda Bilateral Health Cooperation Memorandum of Understanding,"December 5, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/continuing-to-deliver-on-the-america-first-global-health-strategy-with-the-signing-of-the-united-states-rwanda-bilateral-health-cooperation-memorandum-of-understanding/
1090,"Council of Ministers Agrees to Electoral Decree on December 1, 2025","December 1, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/council-of-ministers-agrees-to-electoral-decree-on-december-1-2025/
1091,Cracking Down on Iran’s Shadow Fleet,"December 18, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/cracking-down-on-irans-shadow-fleet/
1092,Delivering on President Trump’s Commitment: America First Global Health Strategy and Bilateral Health MOUs,"December 22, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/delivering-on-president-trumps-commitment-america-first-global-health-strategy-and-bilateral-health-mous/
1093,Deputy Secretary Landau’s Call with Japanese Vice Foreign Minister Funakoshi,"December 3, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/deputy-secretary-landaus-call-with-japanese-vice-foreign-minister-funakoshi/
1094,Deputy Secretary Landau’s Call with Palau President Whipps,"December 23, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/deputy-secretary-landaus-call-with-palau-president-whipps/
1095,Deputy Secretary Landau’s Meeting with Bolivian Foreign Minister Aramayo,"December 11, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/deputy-secretary-landaus-meeting-with-bolivian-foreign-minister-aramayo/
1096,Deputy Secretary Landau’s Meeting with Burundian President Ndayishimiye,"December 5, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/deputy-secretary-landaus-meeting-with-burundian-president-ndayishimiye/
1097,Deputy Secretary Landau’s Meeting with Cabo Verdean Foreign Minister Livramento,"December 5, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/deputy-secretary-landaus-meeting-with-cabo-verdean-foreign-minister-livramento/
1098,Deputy Secretary Landau’s Meeting with DRC Foreign Minister Kayikwamba Wagner,"December 16, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/deputy-secretary-landaus-meeting-with-drc-foreign-minister-kayikwamba-wagner/
1099,Deputy Secretary Landau’s Meeting with Mozambican Minister of Foreign Affairs and Cooperation Maria Manuela dos Santos Lucas,"December 15, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/deputy-secretary-landaus-meeting-with-mozambican-minister-of-foreign-affairs-and-cooperation-maria-manuela-dos-santos-lucas/
1100,Deputy Secretary Landau’s Meeting with Qatari Minister of State Al Khulaifi,"December 17, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/deputy-secretary-landaus-meeting-with-qatari-minister-of-state-al-khulaifi/
1101,Deputy Secretary Landau’s Meeting with Republic of Korea First Vice Foreign Minister Park,"December 1, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/deputy-secretary-landaus-meeting-with-republic-of-korea-first-vice-foreign-minister-park/
1102,Deputy Secretary Landau’s Travel to Brussels,"December 1, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/deputy-secretary-landaus-travel-to-brussels/
1103,Disrupting Iran’s UAV Proliferation to Venezuela and Iran’s Weapons Programs,"December 30, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/disrupting-irans-uav-proliferation-to-venezuela-and-irans-weapons-programs/
1104,Doxing and Harassment of American Officials by the South African Government,"December 18, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/doxing-and-harassment-of-american-officials-by-the-south-african-government/
1105,Empowering Resilience in Mozambique Under the America First Global Health Strategy,"December 15, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/empowering-resilience-in-mozambique-under-the-america-first-global-health-strategy/
1106,Expanding Faith-Based Healthcare in Nigeria Through the America First Global Health Strategy,"December 20, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/expanding-faith-based-healthcare-in-nigeria-through-the-america-first-global-health-strategy/
1107,Finland National Day,"December 6, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/finland-national-day/
1108,"Fourteenth U.S.-Vietnam Political, Security and Defense Dialogue","December 18, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/fourteenth-u-s-vietnam-political-security-and-defense-dialogue/
1109,Inaugural U.S.-Africa Technical and Regulatory Space Training Meeting,"December 16, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/inaugural-u-s-africa-technical-and-regulatory-space-training-meeting/
1110,Joint Fact Sheet on Australia-U.S. Ministerial Consultations (AUSMIN) 2025,"December 8, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/joint-fact-sheet-on-australia-u-s-ministerial-consultations-ausmin-2025/
1111,Joint Statement by the International Contact Group for the Great Lakes (ICG) on the Escalation in South Kivu,"December 9, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/joint-statement-by-the-international-contact-group-for-the-great-lakes-icg-on-the-escalation-in-south-kivu/
1112,Joint Statement Declaration of Intent from the United States Government and the European Commission on the Lobito Corridor and Investment in the Great Lakes Region,"December 4, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/joint-statement-declaration-of-intent-from-the-united-states-government-and-the-european-commission-on-the-lobito-corridor-and-investment-in-the-great-lakes-region/
1113,Joint Statement from Troika Capitals on South Sudan,"December 18, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/joint-statement-from-troika-capitals-on-south-sudan/
1114,Joint Statement of the 21st Meeting of the India-USA Joint Working Group on Counter Terrorism (JWG-CT) and 7th Designations Dialogue,"December 6, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/joint-statement-of-the-21st-meeting-of-the-india-usa-joint-working-group-on-counter-terrorism-jwg-ct-and-7th-designations-dialogue/
1115,Joint Statement on Haiti Force Generation Conference,"December 12, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/joint-statement-on-haiti-force-generation-conference/
1116,"Joint Statement on The 3rd Quad Counterterrorism Working Group (CTWG) meeting between India, Japan, Australia, and the United States","December 6, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/joint-statement-on-the-3rd-quad-counterterrorism-working-group-ctwg-meeting-between-india-japan-australia-and-the-united-states/
1117,Joint Statement on the Seventh United States-Qatar Strategic Dialogue: An Enduring Strategic Partnership,"December 20, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/joint-statement-on-the-seventh-united-states-qatar-strategic-dialogue-an-enduring-strategic-partnership/
1118,Kenya National Day,"December 12, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/kenya-national-day/
1119,Laos National Day,"December 1, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/laos-national-day/
1120,Leveraging Momentum of the America First Global Health Strategy with the Signing of the United States-Liberia Bilateral Health Cooperation Memorandum of Understanding,"December 9, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/leveraging-momentum-of-the-america-first-global-health-strategy-with-the-signing-of-the-united-states-liberia-bilateral-health-cooperation-memorandum-of-understanding/
1121,"Meeting Between Special Envoy for Peace Steven Witkoff, Jared Kushner, Ukrainian Secretary of National Security and Defense Council Rustem Umerov, and Chief of General Staff General Andriy Hnatov","December 5, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/meeting-between-special-envoy-for-peace-steven-witkoff-jared-kushner-ukrainian-secretary-of-national-security-and-defense-council-rustem-umerov-and-chief-of-general-staff-general-andriy-hnatov/
1122,Niger Republic Day,"December 18, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/niger-republic-day/
1123,On Fighting on the Cambodia-Thailand Border,"December 9, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/on-fighting-on-the-cambodia-thailand-border/
1124,Ongoing Hostilities Between Cambodia and Thailand,"December 21, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/ongoing-hostilities-between-cambodia-and-thailand/
1125,Pax Silica Summit,"December 11, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/pax-silica-initiative/
1126,Qatar National Day,"December 18, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/qatar-national-day/
1127,Quad Concludes Field Training Exercise to Advance Indo-Pacific Logistics Network,"December 16, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/quad-concludes-field-training-exercise-to-advance-indo-pacific-logistics-network/
1128,Resanctioning Maduro’s Corrupt Nephews and Backers,"December 11, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/resanctioning-maduros-corrupt-nephews-and-backers/
1129,Restoring America’s Global Health Leadership,"December 22, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/restoring-americas-global-health-leadership/
1130,Review of U.S.-Bilateral Relationship with Tanzania,"December 4, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/review-of-u-s-bilateral-relationship-with-tanzania/
1131,Reward Offer Increase of Up to $5 Million for Information Leading to Arrest and/or Conviction of Leader of Foreign Terrorist Organization Tren de Aragua,"December 3, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/reward-offer-increase-of-up-to-5-million-for-information-leading-to-arrest-and-or-conviction-of-leader-of-foreign-terrorist-organization-tren-de-aragua/
1132,Reward Offer of up to $5 Million for Information Leading to Arrest and/or Conviction of Leader of Foreign Terrorist Organization Los Choneros,"December 11, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/reward-offer-of-up-to-5-million-for-information-leading-to-arrest-and-or-conviction-of-leader-of-foreign-terrorist-organization-los-choneros/
1133,Romania National Day,"December 1, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/romania-national-day/
1134,Safeguarding Global Health Security in Cameroon Through the America First Global Health Strategy,"December 16, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/safeguarding-global-health-security-in-cameroon-through-the-america-first-global-health-strategy/
1135,Sanctioning a Transnational Network Fueling the Conflict in Sudan,"December 9, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/sanctioning-a-transnational-network-fueling-the-conflict-in-sudan/
1136,Sanctioning ICC Judges Directly Engaged in the Illegitimate Targeting of Israel,"December 18, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/sanctioning-icc-judges-directly-engaged-in-the-illegitimate-targeting-of-israel/
1137,Sanctioning Oil Traders Funding Maduro’s Corrupt Regime,"December 31, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/sanctioning-oil-traders-funding-maduros-corrupt-regime/
1138,Second Meeting of the U.S.-Mexico Security Implementation Group,"December 16, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/second-meeting-of-the-u-s-mexico-security-implementation-group/
1139,Secretary of State Marco Rubio and Paraguayan Foreign Minister Rubén Ramírez Lezcano at the United States-Paraguay Status of Forces Agreement Signing Ceremony,"December 15, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-of-state-marco-rubio-and-paraguayan-foreign-minister-ruben-ramirez-lezcano-at-the-united-states-paraguay-status-of-forces-agreement-signing-ceremony/
1140,"Secretary of State Marco Rubio and Secretary of War Pete Hegseth, Australian Deputy Prime Minister and Defense Minister Richard Marles, and Australian Foreign Minister Penny Wong Before the Australia-U.S. Ministerial Consultations","December 8, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-of-state-marco-rubio-and-secretary-of-war-pete-hegseth-australian-deputy-prime-minister-and-defense-minister-richard-marles-and-australian-foreign-minister-penny-wong-before-the-australia/
1141,Secretary of State Marco Rubio at the Democratic Republic of Congo-Rwanda Regional Economic Integration Framework Signing Ceremony,"December 4, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-of-state-marco-rubio-at-the-democratic-republic-of-congo-rwanda-regional-economic-integration-framework-signing-ceremony/
1142,Secretary of State Marco Rubio at the Kennedy Center Honors Dinner,"December 6, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-of-state-marco-rubio-at-the-kennedy-center-honors-dinner/
1143,Secretary of State Marco Rubio Remarks to Press at Donald J. Trump Institute of Peace,"December 4, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-of-state-marco-rubio-remarks-to-press-at-donald-j-trump-institute-of-peace/
1144,Secretary of State Marco Rubio Remarks to the Press,"December 16, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-of-state-marco-rubio-remarks-to-the-press-5/
1145,Secretary of State Marco Rubio Remarks to the Press,"December 19, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-of-state-marco-rubio-remarks-to-the-press-6/
1146,Secretary of State Marco Rubio with Kenyan President William Ruto at the Signing of a Health Framework of Cooperation,"December 4, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-of-state-marco-rubio-with-kenyan-president-william-ruto-at-the-signing-of-a-health-framework-of-cooperation/
1147,Secretary of State Marco Rubio With Sean Hannity of Fox News’ Hannity,"December 2, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-of-state-marco-rubio-with-sean-hannity-of-fox-news-hannity/
1148,Secretary Rubio’s Call with Australian Minister for Foreign Affairs Wong,"December 14, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-rubios-call-with-australian-minister-for-foreign-affairs-wong-4/
1149,Secretary Rubio’s Call with Cambodian Prime Minister Hun Manet,"December 25, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-rubios-call-with-cambodian-prime-minister-hun-manet/
1150,Secretary Rubio’s Call with Egypt Foreign Minister Abdelatty,"December 9, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-rubios-call-with-egypt-foreign-minister-abdelatty/
1151,Secretary Rubio’s Call with Ethiopian Prime Minister Abiy,"December 3, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-rubios-call-with-ethiopian-prime-minister-abiy-2/
1152,Secretary Rubio’s Call with French Foreign Minister Barrot,"December 23, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-rubios-call-with-french-foreign-minister-barrot-6/
1153,Secretary Rubio’s Call with German Foreign Minister Wadephul,"December 1, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-rubios-call-with-german-foreign-minister-wadephul-3/
1154,Secretary Rubio’s Call with Honduras President-Elect Asfura,"December 26, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-rubios-call-with-honduras-president-elect-asfura/
1155,Secretary Rubio’s Call with Italian Foreign Minister Tajani,"December 3, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-rubios-call-with-italian-foreign-minister-tajani-2/
1156,Secretary Rubio’s Call with Saudi Foreign Minister Prince Faisal bin Farhan Al Saud,"December 9, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-rubios-call-with-saudi-foreign-minister-prince-faisal-bin-farhan-al-saud-7/
1157,Secretary Rubio’s Call with Saudi Foreign Minister Prince Faisal bin Farhan Al Saud,"December 30, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-rubios-call-with-saudi-foreign-minister-prince-faisal-bin-farhan-al-saud-8/
1158,Secretary Rubio’s Call with Syrian Foreign Minister al-Shaibani,"December 14, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-rubios-call-with-syrian-foreign-minister-al-shaibani-2/
1159,Secretary Rubio’s Call with Thai Foreign Minister Sihasak,"December 18, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-rubios-call-with-thai-foreign-minister-sihasak/
1160,Secretary Rubio’s Call with UAE Deputy Prime Minister and Foreign Minister Sheikh Abdullah bin Zayed Al Nahyan,"December 17, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-rubios-call-with-uae-deputy-prime-minister-and-foreign-minister-sheikh-abdullah-bin-zayed-al-nahyan-3/
1161,Secretary Rubio’s Call with UAE Deputy Prime Minister and Foreign Minister Sheikh Abdullah bin Zayed Al Nahyan,"December 30, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-rubios-call-with-uae-deputy-prime-minister-and-foreign-minister-sheikh-abdullah-bin-zayed-al-nahyan-4/
1162,Secretary Rubio’s Meeting Call with Chile President-Elect Kast,"December 15, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-rubios-meeting-call-with-chile-president-elect-kast/
1163,Secretary Rubio’s Meeting with Australian Minister for Foreign Affairs Wong,"December 8, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-rubios-meeting-with-australian-minister-for-foreign-affairs-wong/
1164,Secretary Rubio’s Meeting with Israeli Foreign Minister Sa’ar,"December 10, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-rubios-meeting-with-israeli-foreign-minister-saar-2/
1165,Secretary Rubio’s Meeting with Israeli Prime Minister Netanyahu,"December 29, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-rubios-meeting-with-israeli-prime-minister-netanyahu/
1166,Secretary Rubio’s Meeting with Kenyan President Ruto and Prime Cabinet Secretary and Cabinet Secretary for Foreign and Diaspora Affairs Mudavadi,"December 4, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-rubios-meeting-with-kenyan-president-ruto-and-prime-cabinet-secretary-and-cabinet-secretary-for-foreign-and-diaspora-affairs-mudavadi/
1167,Secretary Rubio’s Meeting with Paraguay Foreign Minister Ramírez,"December 15, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-rubios-meeting-with-paraguay-foreign-minister-ramirez/
1168,Secretary Rubio’s Meeting with Peruvian Foreign Minister de Zela,"December 5, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-rubios-meeting-with-peruvian-foreign-minister-de-zela/
1169,Secretary Rubio’s Meeting with Qatari Prime Minister and Minister of Foreign Affairs Al Thani,"December 17, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-rubios-meeting-with-qatari-prime-minister-and-minister-of-foreign-affairs-al-thani/
1170,Secretary Rubio’s Meeting with UK Foreign Secretary Cooper,"December 8, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/secretary-rubios-meeting-with-uk-foreign-secretary-cooper/
1171,Signing of the Washington Accords for Peace and Prosperity Between the Democratic Republic of the Congo and Rwanda,"December 4, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/signing-of-the-washington-accords-for-peace-and-prosperity-between-the-democratic-republic-of-the-congo-and-rwanda/
1172,Congratulating Honduras’ President-Elect Asfura’s Electoral Victory,"December 24, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/statement-by-secretary-marco-rubio-congratulating-honduras-president-elect-asfuras-electoral-victory/
1173,Strengthening Health Ties with Uganda and Lesotho under the America First Global Health Strategy,"December 10, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/strengthening-health-ties-with-uganda-and-lesotho-under-the-america-first-global-health-strategy/
1174,Supporting Breakthrough Health Advancements in Eswatini Under the America First Global Health Strategy,"December 12, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/supporting-breakthrough-health-advancements-in-eswatini-under-the-america-first-global-health-strategy/
1175,Targeting Family Members of Maduro’s Corrupt Network,"December 19, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/targeting-family-members-of-maduros-corrupt-network/
1176,Terrorist Designations of Clan del Golfo,"December 16, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/terrorist-designations-of-clan-del-golfo/
1177,Thailand National Day,"December 4, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/thailand-national-day/
1178,The Regional Economic Integration Framework Between the Democratic Republic of the Congo and the Republic of Rwanda,"December 4, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/the-regional-economic-integration-framework-between-the-democratic-republic-of-the-congo-and-the-republic-of-rwanda/
1179,The United States Provides Life-Saving Assistance to Sri Lanka in the Wake of Tropical Cyclone Ditwah,"December 3, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/the-united-states-provides-life-saving-assistance-to-sri-lanka-in-the-wake-of-tropical-cyclone-ditwah/
1180,U.S. No Vote on Anti-Israel UNGA Resolution,"December 12, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/u-s-no-vote-on-anti-israel-unga-resolution/
1181,U.S. Presidential Delegation to the Inauguration of Alassane Ouattara as President of the Republic of Côte d’Ivoire,"December 6, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/u-s-presidential-delegation-to-the-inauguration-of-alassane-ouattara-as-president-of-the-republic-of-cote-divoire/
1182,U.S. Welcomes Saudi and Emirati Leadership Supporting Yemen’s Sovereignty and Regional Security,"December 26, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/u-s-welcomes-saudi-and-emirati-leadership-supporting-yemens-sovereignty-and-regional-security/
1183,Under Secretary for Arms Control and International Security DiNanno’s Travel to Hungary and Switzerland,"December 11, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/under-secretary-for-arms-control-and-international-security-dinannos-travel-to-hungary-and-switzerland/
1184,Under Secretary Helberg Will Kick Off Pax Silica Summit with Landmark Declaration Signing,"December 11, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/under-secretary-helberg-will-kick-off-pax-silica-summit-with-landmark-declaration-signing/
1185,"Under Secretary Rogers’s Travel to the United Kingdom, France, and Italy","December 1, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/under-secretary-rogerss-travel-to-the-united-kingdom-france-and-italy/
1186,United Arab Emirates National Day,"December 2, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/united-arab-emirates-national-day/
1187,United States and Japan Will Sign Pax Silica Preamble,"December 11, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/united-states-and-japan-will-sign-pax-silica-preamble/
1188,United States and Republic of Korea Deepen Alliance at Senior Economic Dialogue,"December 10, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/united-states-and-republic-of-korea-deepen-alliance-at-senior-economic-dialogue/
1189,United States and Republic of Korea to Host Senior Economic Dialogue,"December 9, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/united-states-and-republic-of-korea-to-host-senior-economic-dialogue/
1190,United States Applauds Spain’s Repatriation of Displaced Persons from Northeast Syria,"December 4, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/united-states-applauds-spains-repatriation-of-displaced-persons-from-northeast-syria/
1191,United States Assumes Presidency of the Group of 20,"December 1, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/united-states-assumes-presidency-of-the-group-of-20/
1192,United States Hosts First G20 Sherpa Meeting,"December 18, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/united-states-hosts-first-g20-sherpa-meeting/
1193,United States Hosts Quad Humanitarian Assistance and Disaster Response Tabletop Exercise in Honolulu,"December 6, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/united-states-hosts-quad-humanitarian-assistance-and-disaster-response-tabletop-exercise-in-honolulu/
1194,United States Welcomes Bolivia’s Economic Reforms,"December 18, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/united-states-welcomes-bolivias-economic-reforms/
1195,"United States Welcomes Hungary, Malaysia and the Philippines Signing the Artemis Accords","December 2, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/united-states-welcomes-hungary-malaysia-and-the-philippines-signing-the-artemis-accords/
1196,Upholding the Cambodia-Thailand Ceasefire,"December 31, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/upholding-the-cambodia-thailand-ceasefire/
1197,Verdict in Jimmy Lai Case,"December 15, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/verdict-in-jimmy-lai-case/
1198,Visa Restrictions on Honduran Government Officials Interfering with the 2025 Election Vote Count,"December 19, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/visa-restrictions-on-honduran-government-officials-interfering-with-the-2025-election-vote-count/
1199,Visa Restrictions on Individuals in Mexico Facilitating Illegal Immigration to the United States,"December 3, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/visa-restrictions-on-individuals-in-mexico-facilitating-illegal-immigration-to-the-united-states/
1200,2026 U.S.-Taiwan Economic Prosperity Partnership Dialogue,"January 27, 2026",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2026/01/2026-u-s-taiwan-economic-prosperity-partnership-dialogue/
1201,Australia National Day,"January 25, 2026",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2026/01/australia-national-day/
1202,Burma Independence Day,"January 3, 2026",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2026/01/burma-independence-day/
1203,Delivering on Our Commitment: U.S. Disaster Assistance to the Cuban People,"January 14, 2026",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2026/01/delivering-on-our-commitment-u-s-disaster-assistance-to-the-cuban-people/
1204,Department of State Announces Appointment of Dylan Johnson as Assistant Secretary for Global Public Affairs,"January 22, 2026",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2026/01/department-of-state-announces-appointment-of-dylan-johnson-as-assistant-secretary-for-global-public-affairs/
1205,Deputy Secretary Landau’s Meeting with Australian Secretary of Defense Moriarty,"January 15, 2026",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2026/01/deputy-secretary-landaus-meeting-with-australian-secretary-of-defense-moriarty/
1206,Deputy Secretary Landau’s Meeting with Belgian Deputy Prime Minister Prévot,"January 5, 2026",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2026/01/deputy-secretary-landaus-meeting-with-belgian-deputy-prime-minister-prevot/
1207,Deputy Secretary Landau’s Meeting with Canadian Deputy Minister of Foreign Affairs Morrison,"January 8, 2026",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2026/01/deputy-secretary-landaus-meeting-with-canadian-deputy-minister-of-foreign-affairs-morrison/
